462,117703,005-865-542 56,Хаялиева,Гульсия,Кадыровна,1934-08-26,422540,ВАСЮКОВО,ТУКАЯ,15,,,1983-06-04,1991-04-01,2006-04-01,,,,1995-08-10,11,2,,,,q
463,117704,058-897-963 55,Бешенова,Валентина,Алексеевна,1931-03-05,422540,ИСАКОВО,НАБЕРЕЖНАЯ,14,,,1991-03-05,2019-02-01,2019-02-01,,,,1992-02-13,3,2,,3,2,3
464,117705,031-296-027 26,Шабалова,Валентина,Степановна,1985-09-06,422540,ЗЕЛЕНОДОЛЬСК,РЕВОЛЮЦИИ,62,,,1993-04-08,2003-09-06,2018-09-06,,,,2000-11-10,6,2,,,,3
465,117706,082-766-837 09,Макаров,Артем,Александрович,1929-07-20,422540,ВАСИЛЬЕВО,СТЕКОЛЬНАЯ,38,,,1989-07-20,1992-07-01,2012-07-01,,,,1995-01-12,3,2,,,,3
466,117707,234-575-673 87,Назарова,Зоя,Филипповна,1940-04-24,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,31,,2,2006-05-01,2011-12-19,2021-12-19,,,,2000-03-24,2,2,11,3,,2
467,117708,031-296-027 26,Замалутдинова,Сания,Акрамовна,1962-02-26,422540,ЗЕЛЕНОДОЛЬСК,КРАСНОФЛОТСКАЯ,38,,,2002-04-27,2015-04-01,2065-03-03,,,,2021-06-03,1,4,,,,1
468,117709,234-575-678 87,Биккенов,Расих,Ханнатович,1965-05-01,422540,ЗЕЛЕНОДОЛЬСК,ЗАСОРИНА,2,,7,2000-02-01,2015-01-01,2025-01-01,,,,2019-01-09,12,2,12,9,3,2
469,117710,082-766-837 09,Валиуллина,Зулейха,Нурулловна,1935-02-20,422540,ЗЕЛЕНОДОЛЬСК,СОЛНЕЧНАЯ,4,,120,1990-02-18,2008-03-01,2028-03-01,,,,,1,2,,,,3
470,117711,123-233-456 44,Короткова,Зоя,Архиповна,1954-05-18,422540,Н.ВЯЗОВЫЕ,ПАНФИЛОВА,69,,,1985-06-18,1990-05-31,2010-05-31,,,,1992-06-12,1,2,,,,ап
471,117712,123-233-456 44,Крысин,Иван,Иванович,1965-05-02,422540,ВАСИЛЬЕВО,ТАТАРСТАН,1,,,2016-10-06,2019-01-01,2039-01-01,,,,2011-12-07,1,4,,,,1
472,117713,075-627-874 68,Батурин,Владимир,Николаевич,2005-06-07,422540,Н.ВЯЗОВЫЕ,ФАБРИЧНАЯ,37,,,2020-10-26,2021-08-01,2041-08-01,,,,2015-03-23,2,2,,,,2
473,117714,458-236-854 56,Наумов,Анатолий,Венедиктович,1947-05-12,422540,ЗЕЛЕНОДОЛЬСК,ТУРГЕНЕВА,13,,3,2002-05-12,2021-03-01,2041-03-01,,,,,2,3,7,3,,2ё
474,117715,123-234-835 66,Шарафеев,Ренат,Мингалеевич,1994-02-09,422540,ЗЕЛЕНОДОЛЬСК,КОМСОМОЛЬСКАЯ,6,,67,2020-02-04,2021-08-01,2041-08-01,,,,2008-02-18,1,2,,6,,1
475,117716,123-233-456 44,Шулепов,Александр,Петрович,1972-09-26,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,8,,17,2014-02-01,2020-02-01,2025-02-01,,,,,1,3,,,,5
476,117717,060-637-874 68,Бердникова,Ольга,Дементьевна,2021-06-01,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,57,А,15,2021-07-05,2021-10-01,2021-10-25,,,,,1,3,,,,ы
477,117718,123-234-635 00,Ефремов,Михаил,Григорьевич,1955-10-27,422540,ЗЕЛЕНОДОЛЬСК,КОМАРОВА,17,,30,2021-06-07,2021-10-20,2021-10-25,,,,,1,3,,15,,q
478,117719,056-946-632 51,Ширшов,Виктор,Аркадьевич,2021-03-03,422540,ОСИНОВО,ГАГАРИНА,9,,8,2021-09-03,2021-10-01,2021-10-20,,,,2021-02-25,,2,20,13,,
479,117720,123-789-456 77,Хайруллина,Равза,Хайрулловна,2021-02-02,422540,ЗЕЛЕНОДОЛЬСК,УКРАИНСКАЯ,7,,100,2021-08-16,2021-10-01,2022-03-01,,,,,,3,,13,,
480,117721,234-575-678 87,Хайруллина,Нурия,Имаметдиновна,1924-07-01,422540,ЗЕЛЕНОДОЛЬСК,ФРУНЗЕ,16,,51,2011-05-17,2019-05-17,2041-05-17,,,,,,2,,,,
481,117722,060-637-874 68,Гизатуллин,Альфат,Мингазович,1960-10-01,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,2,А,10,2020-05-17,2021-05-17,2021-05-17,,,,,,3,,,,
482,117723,123-692-854 44,Игонина,Нина,Григорьевна,2000-02-05,422540,ЗЕЛЕНОДОЛЬСК,СТАРОСТЬ,62,,6,2021-05-19,2021-05-19,2065-05-19,2021-05-19,,,,,4,,15,,
483,117724,234-575-678 87,Иванов,Алексей,Вениаминович,1965-03-15,422540,ЗЕЛЕНОДОЛЬСК,САХАРОВА,72,,,2021-05-19,2021-05-19,2021-05-19,,,,,,4,,,,
484,117725,458-152-256 11,Туралев,Борис,Степанович,1956-03-08,422540,ЗЕЛЕНОДОЛЬСК,УКРАИНСКАЯ,8,,17,1976-06-24,1980-07-01,2036-03-31,,,,2018-05-17,1,2,,,,5
485,117726,123-452-957 99,Тагиров,Рашит,Гирфанович,1960-10-01,422540,Т.ТАНАЕВО,ВАХИТОВА,11,,,2020-05-17,2021-05-27,2065-05-19,,,,2021-05-17,2,5,,,,5
486,117727,234-324-865 44,Низамеева,Индира,Рамисовна,1927-06-19,422540,ЗЕЛЕНОДОЛЬСК,СОЛНЕЧНАЯ,4,А,2,1967-06-22,1995-08-01,2015-08-01,,,,2021-05-19,1,4,3,5,7,5
487,117728,012-584-952 11,Сагеева,Зульфия,Зуфаровна,1917-06-19,422540,КУГЕЕВО,МОРЗА,14,,,1967-06-22,1995-08-01,2015-08-01,,,,1995-08-10,11,2,,,,q
488,117729,002-568-897 67,Половникова,Алена,Вячеславовна,1916-03-27,422540,ЗЕЛЕНОДОЛЬСК,СТОЛИЧНАЯ,16,,54,1971-07-02,1992-02-01,2012-03-01,,,,1992-02-13,3,2,,3,2,3
489,117730,123-456-789 00,Зинатуллин,Ахтям,Хакимович,1929-04-14,422540,ЗЕЛЕНОДОЛЬСК,КОМАРОВА,11,,103,1989-04-14,2000-11-01,2020-11-01,,,,2000-11-10,6,2,,,,3
490,117734,123-456-789 08,Верстукова,Раиса,Ивановна,1910-12-19,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,51,,78,1958-06-02,1995-02-01,2015-02-01,,,,1995-01-12,3,2,,,,3
491,117731,345-543-987 56,Файзуллина,Суфия,Арслановна,1933-07-23,422540,ЗЕЛЕНОДОЛЬСК,ФРУНЗЕ,15,,49,1979-06-11,2000-04-01,2020-04-01,,,,2000-03-24,2,2,11,3,,2
492,117732,005-865-542 56,Лаврухина,Евдокия,Николаевна,1934-08-26,422540,ЗЕЛЕНОДОЛЬСК,ФРУНЗЕ,9,,3,1983-06-04,1991-04-01,2006-04-01,,,,2021-06-03,1,4,,,,1
493,117733,058-897-963 55,Тимофеева,Ольга,Владимировна,1931-03-05,422540,ЗЕЛЕНОДОЛЬСК,КОМСОМОЛЬСКАЯ,34,,4,1991-03-05,2019-02-01,2019-02-01,,,,2019-01-09,12,2,12,9,3,2
494,117735,031-296-027 26,Садыков,Ансар,Миниахметович,1985-09-06,422540,ЗЕЛЕНОДОЛЬСК,ЭНЕРГЕТИЧЕСКАЯ,8,,,1993-04-08,2003-09-06,2018-09-06,,,,,1,2,,,,3
495,117736,082-766-837 09,Сафина,Гульзара,Садыковна,1929-07-20,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,5,,67,1989-07-20,1992-07-01,2012-07-01,,,,1992-06-12,1,2,,,,ап
496,117737,234-575-673 87,Серухова,Анна,Николаевна,1940-04-24,422540,ЗЕЛЕНОДОЛЬСК,ЧАПАЕВА,47,А,,2006-05-01,2011-12-19,2021-12-19,,,,2011-12-07,1,4,,,,1
497,117738,031-296-027 26,Фролов,Николай,Михайлович,1962-02-26,422540,ОКТЯБРЬСКИЙ,НАБЕРЕЖНАЯ,22,,,2002-04-27,2015-04-01,2065-03-03,,,,2015-03-23,2,2,,,,2
498,117739,234-575-678 87,Лаптева,Наталья,Викторовна,1965-05-01,422540,ЗЕЛЕНОДОЛЬСК,ЭНГЕЛЬСА,2,,5,2000-02-01,2015-01-01,2025-01-01,,,,,2,3,7,3,,2ё
499,117740,082-766-837 09,Софронов,Павел,Иванович,1935-02-20,422540,ЗЕЛЕНОДОЛЬСК,ГОГОЛЯ,48,,49,1990-02-18,2008-03-01,2028-03-01,,,,2008-02-18,1,2,,6,,1
500,117741,234-575-678 87,Панова,Елизавета,Михайловна,1954-05-18,422540,ВАСИЛЬЕВО,МИЧУРИНА,5,,,1985-06-18,1990-05-31,2010-05-31,,,,,1,3,,,,5
501,117742,060-637-874 68,Халикова,Закия,Галпуловна,1965-05-02,422540,ЧИРЮЧИ,ОКТЯБРЬСКАЯ,3,,,2016-10-06,2019-01-01,2039-01-01,,,,,1,3,,,,ы
502,117743,123-692-854 44,Чувиляева,Валентина,Трофимовна,2005-06-07,422540,ВАСИЛЬЕВО,ЛЕНИНА,51,А,14,2020-10-26,2021-08-01,2041-08-01,,,,,1,3,,15,,q
503,117744,234-575-678 87,Шимякин,Эдуард,Михайлович,1947-05-12,422540,ЗЕЛЕНОДОЛЬСК,И.ЗАСОРИНА,10,,13,2002-05-12,2021-03-01,2041-03-01,,,,2021-02-25,,2,20,13,,
504,117745,458-152-256 11,Гафарова,Равия,Калимулловна,1994-02-09,422540,НУРЛАТЫ,ЦЕНТРАЛЬНАЯ,13,,,2020-02-04,2021-08-01,2041-08-01,,,,,,3,,13,,
505,117746,123-452-957 99,Шагиева,Флура,Хайдаровна,1972-09-26,422540,ЗЕЛЕНОДОЛЬСК,ЗАСОРИНА,16,,3,2014-02-01,2020-02-01,2025-02-01,,,,,,2,,,,
506,117747,234-324-865 44,Иванова,Нина,Ивановна,2021-06-01,422540,ДУБРОВКА,ДРУЖБЫ,30,,,2021-07-05,2021-10-01,2021-10-25,,,,,,3,,,,
507,117748,012-584-952 11,Козлова,Лариса,Ивановна,1955-10-27,422540,ЗЕЛЕНОДОЛЬСК,КИРПИЧНАЯ,3,,,2021-06-07,2021-10-20,2021-10-25,,,,,,4,,15,,
508,117749,002-568-897 67,Бородкин,Александр,Васильевич,2021-03-03,422540,ВАСИЛЬЕВО,ПОБЕДЫ,27,,,2021-09-03,2021-10-01,2021-10-20,,,,,,4,,,,
509,117750,123-456-789 00,Нигматуллина,Минсара,Хазиевна,2021-02-02,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,62,,89,2021-08-16,2021-10-01,2022-03-01,,,,2018-05-17,1,2,,,,5
510,117751,123-456-789 08,Царев,Анатолий,Михайлович,1924-07-01,422540,Б.КЛЮЧИ,ВОЛОСТНОВА,9,Б,2,2011-05-17,2019-05-17,2041-05-17,,,,2021-05-17,2,5,,,,5
511,117752,345-543-987 56,Кузнецов,Александр,Иванович,1960-10-01,422540,ВАСИЛЬЕВО,НАБЕРЕЖНАЯ,63,,,2020-05-17,2021-05-17,2021-05-17,,,,2021-05-19,1,4,3,5,7,5
512,117753,005-865-542 56,Замилова,Фатима,Аминовна,2000-02-05,422540,Б.КУЛЬБАШ,ОВОЩНАЯ,11,,,2021-05-19,2021-05-19,2065-05-19,2021-05-19,,,1995-08-10,11,2,,,,q
513,117754,058-897-963 55,Тарасов,Николай,Яковлевич,1965-03-15,422540,ЗЕЛЕНОДОЛЬСК,ЗЕЛЕНАЯ,34,4,,2021-05-19,2021-05-19,2021-05-19,,,,1992-02-13,3,2,,3,2,3
514,117755,031-296-027 26,Сахаутдинова,Суфия,Абдулловна,1956-03-08,422540,ЗЕЛЕНОДОЛЬСК,ЗАИКИНА,6,,13,1976-06-24,1980-07-01,2036-03-31,,,,2000-11-10,6,2,,,,3
515,117756,082-766-837 09,Назарова,Валентина,Михайловна,1960-10-01,422540,ЗЕЛЕНОДОЛЬСК,СТОЛИЧНАЯ,8,,29,2020-05-17,2021-05-27,2065-05-19,,,,1995-01-12,3,2,,,,3
516,117757,234-575-673 87,Тазеев,Абдрахман,Габидинович,1927-06-19,422540,ЗЕЛЕНОДОЛЬСК,КОРОЛЕВА,10,,279,1967-06-22,1995-08-01,2015-08-01,,,,2000-03-24,2,2,11,3,,2
517,117758,031-296-027 26,Тарбушкин,Анатолий,Трофимович,1917-06-19,422540,ЗЕЛЕНОДОЛЬСК,ФУТБОЛЬНАЯ,15,,,1967-06-22,1995-08-01,2015-08-01,,,,2021-06-03,1,4,,,,1
518,117759,234-575-678 87,Шаронова,Зинаида,Васильевна,1916-03-27,422540,Н.ВЯЗОВЫЕ,ЛЕНИНА,68,,,1971-07-02,1992-02-01,2012-03-01,,,,2019-01-09,12,2,12,9,3,2
519,117760,082-766-837 09,Иванова,Нина,Григорьевна,1929-04-14,422540,ЗЕЛЕНОДОЛЬСК,ЗАГОРОДНАЯ,2,,45,1989-04-14,2000-11-01,2020-11-01,,,,,1,2,,,,3
520,117761,234-575-678 87,Биряльмина,Нина,Васильевна,1910-12-19,422540,ЗЕЛЕНОДОЛЬСК,ГАГАРИНА,2,,28,1958-06-02,1995-02-01,2015-02-01,,,,1992-06-12,1,2,,,,ап
521,117762,060-637-874 68,Булкина,Антонина,Петровна,1933-07-23,422540,ЗЕЛЕНОДОЛЬСК,КОМАРОВА,41,,14,1979-06-11,2000-04-01,2020-04-01,,,,2011-12-07,1,4,,,,1
522,117763,123-692-854 44,Чулкова,Фаина,Ивановна,1934-08-26,422540,ЗЕЛЕНОДОЛЬСК,ПАРАТСКАЯ,16,,4,1983-06-04,1991-04-01,2006-04-01,,,,2015-03-23,2,2,,,,2
523,117764,234-575-678 87,Уйманова,Вера,Ивановна,1931-03-05,422540,ЗЕЛЕНОДОЛЬСК,ТУРГЕНЕВА,2,,90,1991-03-05,2019-02-01,2019-02-01,,,,,2,3,7,3,,2ё
524,117765,458-152-256 11,Штаб,Нина,Ивановна,1985-09-06,422540,ЗЕЛЕНОДОЛЬСК,ФРУНЗЕ,13,,22,1993-04-08,2003-09-06,2018-09-06,,,,2008-02-18,1,2,,6,,1
525,117766,123-452-957 99,Баранов,Геннадий,Николаевич,1929-07-20,422540,ПРОТОПОПОВКА,КООПЕРАТИВНАЯ,3,,4,1989-07-20,1992-07-01,2012-07-01,,,,,1,3,,,,5
526,117767,234-324-865 44,Царева,Федора,Владимировна,1940-04-24,422540,ЗЕЛЕНОДОЛЬСК,ШЕВЧЕНКО,5,,36,2006-05-01,2011-12-19,2021-12-19,,,,,1,3,,,,ы
527,117768,012-584-952 11,Смурова,Фаина,Илларионовна,1962-02-26,422540,ЗЕЛЕНОДОЛЬСК,ДЕКАБРИСТОВ,1,,4,2002-04-27,2015-04-01,2065-03-03,,,,,1,3,,15,,q
528,117769,002-568-897 67,Горчакова,Надежда,Ивановна,1965-05-01,422540,ЗЕЛЕНОДОЛЬСК,ЗАИКИНА,16,,162,2000-02-01,2015-01-01,2025-01-01,,,,2021-02-25,,2,20,13,,
529,117770,123-456-789 00,Курылева,Наталья,Сергеевна,1935-02-20,422540,ЗЕЛЕНОДОЛЬСК,ПР.СТРОИТЕЛЕЙ,7,,75,1990-02-18,2008-03-01,2028-03-01,,,,,,3,,13,,
530,117771,123-456-789 08,Шамсутдинова,Фарзана,Гилямиевна,1954-05-18,422540,ТЕНИБЯКОВО,ПОБЕДЫ,7,,,1985-06-18,1990-05-31,2010-05-31,,,,,,2,,,,
531,117772,345-543-987 56,Зарипов,Ринат,Фидаилевич,1965-05-02,422540,ВАСИЛЬЕВО,ШЕВЧЕНКО,12,,92,2016-10-06,2019-01-01,2039-01-01,,,,,,3,,,,
532,117773,005-865-542 56,Валиуллина,Назия,Гайнатулловна,2005-06-07,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,37,А,50,2020-10-26,2021-08-01,2041-08-01,,,,,,4,,15,,
533,117774,058-897-963 55,Косушкин,Дмитрий,Анатольевич,1947-05-12,422540,ЗЕЛЕНОДОЛЬСК,КОМАРОВА,22,,126,2002-05-12,2021-03-01,2041-03-01,,,,,,4,,,,
534,117775,031-296-027 26,Смирнов,Владимир,Александрович,1994-02-09,422540,ЗЕЛЕНОДОЛЬСК,ГАЙДАРА,15,,,2020-02-04,2021-08-01,2041-08-01,,,,2018-05-17,1,2,,,,5
535,117776,082-766-837 09,Карасев,Николай,Геннадьевич,1972-09-26,422540,ЗЕЛЕНОДОЛЬСК,ГАЙДАРА,15,,,2014-02-01,2020-02-01,2025-02-01,,,,2021-05-17,2,5,,,,5
536,117777,234-575-673 87,Галямова,Альфия,Аглямовна,2021-06-01,422540,ЗЕЛЕНОДОЛЬСК,ГАЙДАРА,15,,,2021-07-05,2021-10-01,2021-10-25,,,,2021-05-19,1,4,3,5,7,5
537,117778,031-296-027 26,Стробыкина,Евгения,Сергеевна,1955-10-27,422540,ЗЕЛЕНОДОЛЬСК,ГАЙДАРА,15,,,2021-06-07,2021-10-20,2021-10-25,,,,1995-08-10,11,2,,,,q
538,117779,234-575-678 87,Сиразетдинов,Саляхетдин,Сиразиевич,2021-03-03,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,70,,111,2021-09-03,2021-10-01,2021-10-20,,,,1992-02-13,3,2,,3,2,3
539,117780,082-766-837 09,Хаялеев,Марсель,Исмагилович,2021-02-02,422540,ЗЕЛЕНОДОЛЬСК,ПОДГОРНАЯ,38,,,2021-08-16,2021-10-01,2022-03-01,,,,2000-11-10,6,2,,,,3
540,117782,234-575-678 87,Фомина,Наталья,Сергеевна,1924-07-01,422540,ЗЕЛЕНОДОЛЬСК,ГАЙДАРА,15,,,2011-05-17,2019-05-17,2041-05-17,,,,1995-01-12,3,2,,,,3
541,117781,060-637-874 68,Шаманаев,Александр,Иосифович,1960-10-01,422540,ЗЕЛЕНОДОЛЬСК,ГАЙДАРА,15,,,2020-05-17,2021-05-17,2021-05-17,,,,2000-03-24,2,2,11,3,,2
542,117783,123-692-854 44,Ельчина,Светлана,Николаевна,2000-02-05,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,20,,47,2021-05-19,2021-05-19,2065-05-19,2021-05-19,,,2021-06-03,1,4,,,,1
543,117784,234-575-678 87,Акмалов,Ахмет,Акмалович,1965-03-15,422540,Н.УРАСПУГИ,ЦЕНТРАЛЬНА,13,,,2021-05-19,2021-05-19,2021-05-19,,,,2019-01-09,12,2,12,9,3,2
544,117785,458-152-256 11,Афанасьева,Александр,Максимович,1956-03-08,422540,Н.ВЯЗОВЫЕ,ПАНФИЛОВА,29,,,1976-06-24,1980-07-01,2036-03-31,,,,,1,2,,,,3
545,117786,123-452-957 99,Вавилов,Александр,Викторович,1960-10-01,422540,ВАСИЛЬЕВО,ЛАГЕРНА,17,,14,2020-05-17,2021-05-27,2065-05-19,,,,1992-06-12,1,2,,,,ап
546,117787,234-324-865 44,Горбунова,Раиса,Габдрахмановна,1927-06-19,422540,ОСИНОВО,ЛЕНИНА,1,,5,1967-06-22,1995-08-01,2015-08-01,,,,2011-12-07,1,4,,,,1
547,117788,012-584-952 11,Замалиев,Тахаутдин,Фахрутдинович,1917-06-19,422540,ЗЕЛЕНОДОЛЬСК,ГАЙДАРА,15,,,1967-06-22,1995-08-01,2015-08-01,,,,2015-03-23,2,2,,,,2
548,117789,002-568-897 67,Ячанов,Михаил,Иванович,1916-03-27,422540,ЗЕЛЕНОДОЛЬСК,КАЛИНОВАЯ,37,,,1971-07-02,1992-02-01,2012-03-01,,,,,2,3,7,3,,2ё
549,117790,123-456-789 00,Тимуршин,Рафик,Гумарович,1929-04-14,422540,ЗЕЛЕНОДОЛЬСК,КОРОЛЕВА,8,,73,1989-04-14,2000-11-01,2020-11-01,,,,2008-02-18,1,2,,6,,1
550,117791,123-456-789 08,Смирнов,Геннадий,Валентинович,1910-12-19,422540,ЗЕЛЕНОДОЛЬСК,КОЛЬЦЕВАЯ,22,,,1958-06-02,1995-02-01,2015-02-01,,,,,1,3,,,,5
551,117792,345-543-987 56,Малков,Сергей,Владиславович,1933-07-23,422540,ЗЕЛЕНОДОЛЬСК,МИЧУРИНА,30,,22,1979-06-11,2000-04-01,2020-04-01,,,,,1,3,,,,ы
552,117793,005-865-542 56,Гарипов,Булат,Фагимович,1934-08-26,422540,ЗЕЛЕНОДОЛЬСК,МИЧУРИНА,12,,,1983-06-04,1991-04-01,2006-04-01,,,,,1,3,,15,,q
553,117794,058-897-963 55,Бугаев,Виталий,Сергеевич,1931-03-05,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,1,,1,1991-03-05,2019-02-01,2019-02-01,,,,2021-02-25,,2,20,13,,
554,117795,031-296-027 26,Мухамадиев,Вильсор,Тагирович,1985-09-06,422540,ЗЕЛЕНОДОЛЬСК,КОМАРОВА,16,,14,1993-04-08,2003-09-06,2018-09-06,,,,,,3,,13,,
555,117796,082-766-837 09,Закиров,Ильгизар,Искандарович,1929-07-20,422540,ЗЕЛЕНОДОЛЬСК,КРОНШТАДСКАЯ,30,,,1989-07-20,1992-07-01,2012-07-01,,,,,,2,,,,
556,117797,234-575-673 87,Шайдуллина,Гульсум,Хайрулловна,1940-04-24,422540,Н.ВЯЗОВЫЕ,ГВАРДЕЙСКАЯ,19,А,,2006-05-01,2011-12-19,2021-12-19,,,,,,3,,,,
557,117798,031-296-027 26,Бурлаков,Геннадий,Николаевич,1962-02-26,422540,ЗЕЛЕНОДОЛЬСК,НОРКИНА,3,,24,2002-04-27,2015-04-01,2065-03-03,,,,,,4,,15,,
558,117799,234-575-678 87,Панфутов,Александр,Михайлович,1965-05-01,422540,ЗЕЛЕНОДОЛЬСК,СТОЛИЧНАЯ,20,,90,2000-02-01,2015-01-01,2025-01-01,,,,,,4,,,,
559,117800,082-766-837 09,Сагеев,Ринат,Равильевич,1935-02-20,422540,Б.БЕЗВОДНОЕ,НОВАЯ,8,,10,1990-02-18,2008-03-01,2028-03-01,,,,2018-05-17,1,2,,,,5
560,117801,234-575-678 87,Белкова,Алевтина,Ивановна,1954-05-18,422540,ЗЕЛЕНОДОЛЬСК,И.ЗАСОРИНА,4,,47,1985-06-18,1990-05-31,2010-05-31,,,,2021-05-17,2,5,,,,5
561,117802,060-637-874 68,Антонов,Евгений,Александрович,1965-05-02,422540,ВАСИЛЬЕВО,НАБЕРЕЖНАЯ,12,,4,2016-10-06,2019-01-01,2039-01-01,,,,2021-05-19,1,4,3,5,7,5
562,117803,123-692-854 44,Гибадуллина,София,Измайловна,2005-06-07,422540,ОСИНОВО,ЛЕНИНА,6,,14,2020-10-26,2021-08-01,2041-08-01,,,,1995-08-10,11,2,,,,q
563,117804,234-575-678 87,Москалева,Валентина,Николаевна,1947-05-12,422540,ЗЕЛЕНОДОЛЬСК,СТОЛИЧНАЯ,43,,1,2002-05-12,2021-03-01,2041-03-01,,,,1992-02-13,3,2,,3,2,3
564,117805,458-152-256 11,Заббаров,Абдулла,Саетгараевич,1994-02-09,422540,АКЗЕГИТОВО,КИРОВА,11,,,2020-02-04,2021-08-01,2041-08-01,,,,2000-11-10,6,2,,,,3
565,117806,123-452-957 99,Матвеева,Раиса,Ивановна,1972-09-26,422540,ЗЕЛЕНОДОЛЬСК,КРЫЛОВА,2,,2,2014-02-01,2020-02-01,2025-02-01,,,,1995-01-12,3,2,,,,3
566,117807,234-324-865 44,Оловянникова,Галина,Павловна,2021-06-01,422540,ЗЕЛЕНОДОЛЬСК,ЮБИЛЕЙНАЯ,4,,3,2021-07-05,2021-10-01,2021-10-25,,,,2000-03-24,2,2,11,3,,2
567,117808,012-584-952 11,Мохнаткин,Виктор,Николаевич,1955-10-27,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,43,,46,2021-06-07,2021-10-20,2021-10-25,,,,2021-06-03,1,4,,,,1
568,117809,002-568-897 67,Колбасова,Валентина,Афанасьева,2021-03-03,422540,ЗЕЛЕНОДОЛЬСК,СТОЛИЧНАЯ,13,,44,2021-09-03,2021-10-01,2021-10-20,,,,2019-01-09,12,2,12,9,3,2
569,117810,123-456-789 00,Митяева,Рашида,Гарифовна,2021-02-02,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,14,,11,2021-08-16,2021-10-01,2022-03-01,,,,,1,2,,,,3
570,117811,123-456-789 08,Смагин,Николай,Васильевич,1924-07-01,422540,Н.ВЯЗОВЫЕ,СВЕРДЛОВА,31,А,,2011-05-17,2019-05-17,2041-05-17,,,,1992-06-12,1,2,,,,ап
571,117812,345-543-987 56,Хайруллина,Мадына,Галимулловна,1960-10-01,422540,ЗЕЛЕНОДОЛЬСК,СТОЛИЧНАЯ,2,,69,2020-05-17,2021-05-17,2021-05-17,,,,2011-12-07,1,4,,,,1
572,117813,005-865-542 56,Зарифуллина,Зульфира,Каримовна,2000-02-05,422540,ЗЕЛЕНОДОЛЬСК,КОРОЛЕВА,10,,75,2021-05-19,2021-05-19,2065-05-19,2021-05-19,,,2015-03-23,2,2,,,,2
573,117814,058-897-963 55,Сорокин,Николай,Васильевич,1965-03-15,422540,ЗЕЛЕНОДОЛЬСК,ЧАЙКОВСКОГО,59,,,2021-05-19,2021-05-19,2021-05-19,,,,,2,3,7,3,,2ё
574,117815,031-296-027 26,Игнатьев,Владислав,Александрович,1956-03-08,422540,ЗЕЛЕНОДОЛЬСК,ГОГОЛЯ,25,А,6,1976-06-24,1980-07-01,2036-03-31,,,,2008-02-18,1,2,,6,,1
575,117816,082-766-837 09,Росихин,Павел,Иванович,1960-10-01,422540,ЗЕЛЕНОДОЛЬСК,К.МАРКСА,54,,61,2020-05-17,2021-05-27,2065-05-19,,,,,1,3,,,,5
576,117817,234-575-673 87,Панин,Александр,Сергеевич,1927-06-19,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,31,А,31,1967-06-22,1995-08-01,2015-08-01,,,,,1,3,,,,ы
577,117818,031-296-027 26,Салахова,Рахиля,Халиловна,1917-06-19,422540,Н.ВЯЗОВЫЕ,ПЕРВОМАЙСКАЯ,38,,,1967-06-22,1995-08-01,2015-08-01,,,,,1,3,,15,,q
578,117819,234-575-678 87,Охотников,Игорь,Григорьевич,1916-03-27,422540,ЗЕЛЕНОДОЛЬСК,ГАГАРИНА,6,А,37,1971-07-02,1992-02-01,2012-03-01,,,,2021-02-25,,2,20,13,,
579,117820,082-766-837 09,Сафин,Фаат,Сунгатович,1929-04-14,422540,ВАСИЛЬЕВО,СПОРТИВНАЯ,22,,61,1989-04-14,2000-11-01,2020-11-01,,,,,,3,,13,,
580,117821,123-233-456 44,Серяков,Вячеслав,Александрович,1910-12-19,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,39,А,18,1958-06-02,1995-02-01,2015-02-01,,,,,,2,,,,
581,117822,123-233-456 44,Фатхуллина,Наиля,Рустемовна,1933-07-23,422540,ЗЕЛЕНОДОЛЬСК,КОРОЛЕВА,5,,32,1979-06-11,2000-04-01,2020-04-01,,,,,,3,,,,
582,117823,075-627-874 68,Сайфутдинова,Амина,Султановна,1934-08-26,422540,НУРЛАТЫ,САЛИХОВА,7,,1,1983-06-04,1991-04-01,2006-04-01,,,,,,4,,15,,
583,117824,458-236-854 56,Сагдеева,Алиня,Шамилевна,1931-03-05,422540,ЗЕЛЕНОДОЛЬСК,ГАГАРИНА,7,,4,1991-03-05,2019-02-01,2019-02-01,,,,,,4,,,,
584,117825,123-234-835 66,Усманов,Насурулла,Негматович,1985-09-06,422540,ЗЕЛЕНОДОЛЬСК,ЛЕНИНА,35,,32,1993-04-08,2003-09-06,2018-09-06,,,,2018-05-17,1,2,,,,5
